commodity,value,zscore,cdf
BARLEY,120.0,0.5137382416944944,0.792
BARLEY,33.0,-0.8633108622012766,0.188
BARLEY,30.0,-0.9107953140597516,0.15
BARLEY,28.5,-0.9345375399889889,0.118
BARLEY,44.0,-0.6892012053868688,0.304
BARLEY,33.25,-0.8593538245464037,0.192
BARLEY,33.0,-0.8633108622012766,0.19
BARLEY,66.0,-0.3409818917580531,0.47
BARLEY,54.0,-0.5309196991919526,0.402
BARLEY,52.5,-0.5546619251211901,0.38
BARLEY,103.0,0.2446596811631369,0.684
BARLEY,108.0,0.323800434260595,0.716
BARLEY,102.0,0.2288315305436453,0.68
BARLEY,102.0,0.2288315305436453,0.682
BARLEY,108.0,0.323800434260595,0.718
BARLEY,90.0,0.03889372310974582,0.596
BARLEY,90.0,0.03889372310974582,0.598
BARLEY,90.0,0.03889372310974582,0.6
BARLEY,90.0,0.03889372310974582,0.602
BARLEY,67.5,-0.3172396658288157,0.474
BARLEY,54.0,-0.5309196991919526,0.404
BARLEY,52.0,-0.5625760004309358,0.37
BARLEY,50.0,-0.594232301669919,0.348
BARLEY,52.5,-0.5546619251211901,0.382
BARLEY,54.0,-0.5309196991919526,0.406
BARLEY,60.0,-0.4359507954750029,0.44
BARLEY,65.0,-0.35681004237754477,0.46
BARLEY,22.5,-1.0295064437059387,0.066
BARLEY,24.0,-1.0057642177767012,0.08
BARLEY,25.75,-0.9780649541925909,0.084
BARLEY,25.0,-0.9899360671572096,0.082
BARLEY,25.75,-0.9780649541925909,0.086
BARLEY,40.0,-0.7525138078648353,0.258
BARLEY,32.75,-0.8672678998561496,0.176
BARLEY,34.125,-0.8455041927543486,0.194
BARLEY,36.0,-0.8158264103428018,0.226
BARLEY,48.0,-0.6258886029089024,0.342
BARLEY,50.0,-0.594232301669919,0.35
BARLEY,63.75,-0.37659523065190925,0.456
BARLEY,67.5,-0.3172396658288157,0.476
BARLEY,67.5,-0.3172396658288157,0.478
BARLEY,66.0,-0.3409818917580531,0.472
BARLEY,29.0,-0.9266234646792432,0.122
BARLEY,30.0,-0.9107953140597516,0.152
BARLEY,31.5,-0.8870530881305141,0.164
BARLEY,30.0,-0.9107953140597516,0.154
BARLEY,28.75,-0.930580502334116,0.12
BARLEY,6.5,-1.2827568536178047,0.006
BARLEY,6.0,-1.2906709289275504,0.004
BARLEY,3.5,-1.3302413054762796,0.002
BARLEY,12.0,-1.1957020252106008,0.026
BARLEY,18.0,-1.100733121493651,0.046
BARLEY,19.0,-1.0849049708741594,0.048
BARLEY,31.25,-0.891010125785387,0.158
BARLEY,32.0,-0.8791390128207683,0.172
BARLEY,31.0,-0.89496716344026,0.156
BARLEY,42.0,-0.720857506625852,0.288
BARLEY,40.0,-0.7525138078648353,0.26
BARLEY,46.0,-0.6575449041478856,0.32
BARLEY,40.0,-0.7525138078648353,0.262
BARLEY,42.0,-0.720857506625852,0.29
BARLEY,46.0,-0.6575449041478856,0.322
BARLEY,48.0,-0.6258886029089024,0.344
BARLEY,40.0,-0.7525138078648353,0.264
BARLEY,37.875,-0.786148627931255,0.23
BARLEY,40.0,-0.7525138078648353,0.266
BARLEY,38.875,-0.7703204773117633,0.232
BARLEY,40.0,-0.7525138078648353,0.268
BARLEY,40.0,-0.7525138078648353,0.27
BARLEY,48.25,-0.6219315652540294,0.346
BARLEY,81.0,-0.10355963246567879,0.552
BARLEY,32.5,-0.8712249375110225,0.174
BARLEY,31.25,-0.891010125785387,0.16
DATES,57.0,-0.7564087142955115,0.24532710280373832
DATES,87.0,-0.5041308482413114,0.4392523364485981
DATES,87.0,-0.5041308482413114,0.441588785046729
DATES,96.0,-0.4284474884250513,0.48598130841121495
DATES,105.0,-0.3527641286087913,0.530373831775701
DATES,105.0,-0.3527641286087913,0.5327102803738317
DATES,114.0,-0.27708076879253124,0.5654205607476636
DATES,90.0,-0.47890306163589136,0.45560747663551404
DATES,75.0,-0.6050419946629915,0.37850467289719625
DATES,75.0,-0.6050419946629915,0.3808411214953271
DATES,60.0,-0.7311809276900915,0.2523364485981308
DATES,66.0,-0.6807253544792514,0.3107476635514019
DATES,60.0,-0.7311809276900915,0.2546728971962617
DATES,84.0,-0.5293586348467314,0.4205607476635514
DATES,60.0,-0.7311809276900915,0.2570093457943925
DATES,60.0,-0.7311809276900915,0.25934579439252337
DATES,63.0,-0.7059531410846714,0.29439252336448596
DATES,66.0,-0.6807253544792514,0.3130841121495327
DATES,66.0,-0.6807253544792514,0.31542056074766356
DATES,54.0,-0.7816365009009315,0.22429906542056074
DATES,78.0,-0.5798142080575714,0.3878504672897196
DATES,78.0,-0.5798142080575714,0.3901869158878505
DATES,78.0,-0.5798142080575714,0.3925233644859813
DATES,78.0,-0.5798142080575714,0.39485981308411217
DATES,81.0,-0.5545864214521514,0.40420560747663553
DATES,60.0,-0.7311809276900915,0.2616822429906542
DATES,60.0,-0.7311809276900915,0.26401869158878505
DATES,60.0,-0.7311809276900915,0.26635514018691586
DATES,66.0,-0.6807253544792514,0.3177570093457944
DATES,63.0,-0.7059531410846714,0.2967289719626168
DATES,150.0,0.025652670472508892,0.6355140186915887
DATES,144.0,-0.024802902738331134,0.6214953271028038
DATES,144.0,-0.024802902738331134,0.6238317757009346
DATES,150.0,0.025652670472508892,0.6378504672897196
DATES,144.0,-0.024802902738331134,0.6261682242990654
DATES,129.0,-0.1509418357654312,0.6074766355140186
DATES,138.0,-0.07525847594917116,0.616822429906542
DATES,300.0,1.2870420007435095,0.8387850467289719
DATES,300.0,1.2870420007435095,0.8411214953271028
DATES,249.0,0.8581696284513693,0.7780373831775701
DATES,264.0,0.9843085614784693,0.8014018691588785
DATES,258.0,0.9338529882676293,0.7920560747663551
DATES,168.0,0.17701939010502896,0.6822429906542056
DATES,168.0,0.17701939010502896,0.6845794392523364
DATES,63.0,-0.7059531410846714,0.29906542056074764
DATES,51.0,-0.8068642875063515,0.18691588785046728
DATES,78.0,-0.5798142080575714,0.397196261682243
DATES,54.0,-0.7816365009009315,0.2266355140186916
DATES,81.0,-0.5545864214521514,0.40654205607476634
DATES,85.0,-0.5209493726449247,0.4369158878504673
